study_accession,run_accession,read_count,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model
PRJEB53565,ERR9856662,32401808,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856665,33850588,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856667,35324969,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856670,71806831,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856672,33666225,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856673,34368036,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856674,30083901,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856675,30685542,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856677,56531575,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856678,24515503,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856679,25124781,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856687,32967711,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856696,100459710,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856701,137983150,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856707,68126216,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856708,65309824,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856709,61489751,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856710,55435292,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856712,67014918,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856714,72239073,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856724,65588111,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856730,27119547,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856732,93372401,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856736,132687293,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856738,133193447,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856747,142819110,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856748,51635319,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856752,76244348,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856757,83773275,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856759,205122130,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856760,102347262,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856763,56287426,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856767,48283212,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856771,239625803,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856772,24349462,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856773,36833612,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856774,29016760,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856778,25293575,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856784,47624964,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856794,35261156,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53565,ERR9856801,8247074,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB53565,ERR9856809,55738135,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB53564,ERR9856812,37445425,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856813,51212855,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856814,38567060,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856819,37233666,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856823,21853307,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856824,22672398,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB53564,ERR9856827,48575982,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856830,36646769,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856833,93823726,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856834,50584246,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856839,47609225,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856841,34208039,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856846,50196071,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856857,34691086,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856863,36148825,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856867,21236013,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856868,34896798,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856875,22992184,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856878,46337187,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856879,44343902,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856884,48936176,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856889,33159159,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856890,38808071,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856897,34800787,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856901,38459986,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856904,31117759,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856906,77128951,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856907,32575886,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856911,44638382,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856912,48719676,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856915,37908772,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856919,12904751,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB53564,ERR9856921,51208094,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856924,59206472,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856926,36515196,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856927,31645436,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856928,94921693,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856933,35230913,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856937,25872458,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856940,17108087,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856943,42232936,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856946,42196598,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856949,31652972,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856955,35367536,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856956,47243214,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856960,55339305,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856963,47429353,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856964,88480583,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856966,50371117,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856967,111678441,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856970,30320559,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856971,40958387,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856972,79043334,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856975,42900803,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856976,46235427,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856978,52483517,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856979,41356994,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856984,28867293,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856990,45534017,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856996,31181775,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856998,56133298,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9856999,33309866,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB53564,ERR9857001,40053647,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB34569,ERR3839732,481796,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839734,661910,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839735,1095494,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839739,1920959,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB34569,ERR3839745,2649158,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839746,2641635,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839747,1092208,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000
PRJEB34569,ERR3839768,471140,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJEB34569,ERR3839769,2308874,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJNA1136484,SRR29845045,3742987,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845047,3244688,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845079,1875954,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 1500
PRJNA1136484,SRR29845080,3320864,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845085,3059357,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845086,4675087,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845087,4727155,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845094,4019638,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845096,3402967,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA1136484,SRR29845101,3152972,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB2072,ERR011034,164743,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011037,121169,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011038,164468,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011039,165913,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011043,146935,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011045,220282,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011047,140357,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB2072,ERR011048,158511,WGS,OTHER,RANDOM,SINGLE,LS454,454 GS FLX
PRJEB14737,ERR1524151,76263559,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524152,45288633,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524155,59685406,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524156,60803008,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524160,59172711,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524161,50541300,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524162,3119595,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524163,59734806,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524164,60270131,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524165,86450396,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524166,70859771,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524168,26412006,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524174,42576891,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524177,42882898,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524183,44220641,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524184,34848805,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524185,29877726,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524190,45970925,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524197,14394641,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524198,63959684,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR1524200,35532768,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR2059836,17719307,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR2059838,36493410,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR2059841,56108047,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR2059844,4012535,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJEB14737,ERR2059845,2789478,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJNA1082095,SRR28161837,4426490,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161840,6815469,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161841,141564178,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq X
PRJNA1082095,SRR28161844,5221959,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161845,32416369,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq X
PRJNA1082095,SRR28161846,6613027,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161855,160310125,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161866,153046302,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161867,147357568,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161876,4831677,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161877,257988609,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161878,165050679,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161879,5006213,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161880,176536754,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJNA1082095,SRR28161883,52968892,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq X
PRJNA1082095,SRR28161884,6605116,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 4000
PRJEB76829,ERR15204810,33750625,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB76829,ERR16039592,3488228,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJEB76829,ERR16039596,50374150,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina NovaSeq 6000
PRJEB34569,ERR3839749,992700,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839751,119809,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839753,550926,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839755,2274236,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB34569,ERR3839756,1930162,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina MiSeq
PRJEB34569,ERR3839758,1415485,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839763,1536310,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839767,628190,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB34569,ERR3839771,2328091,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 500
PRJNA1056444,SRR27336765,10583702,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336766,7075877,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336770,9576143,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336771,9104658,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336772,10133387,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336773,8053548,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336775,6981629,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336780,7611865,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336783,8684182,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336785,6273958,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336786,72211981,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336791,9554303,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336792,10419069,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336793,10372324,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336795,7641407,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336799,8021874,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336800,10186325,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 1000
PRJNA1056444,SRR27336807,9667924,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,NextSeq 1000
PRJNA575768,SRR10231221,47079495,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJNA575768,SRR10231223,6754654,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB81815,ERR15646386,12412779,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646389,11146335,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646393,6534817,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646394,5624494,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646397,10059456,WGS,GENOMIC,RANDOM,SINGLE,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646398,11142486,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646409,18669676,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646414,8302375,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646415,13061360,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646427,16322495,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646432,7280699,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646435,17868392,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646439,11044902,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646442,7881320,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646443,19589765,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646444,17664762,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646447,8567016,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB81815,ERR15646449,4825241,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
